date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:30:42	7995/7995	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:14:25%20GMT	https://www.swarnatara.com/images/healthcare.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/healthcare.jpg	(from https://www.swarnatara.com/home.html)
09:30:42	8741/8741	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:14:19%20GMT	https://www.swarnatara.com/images/fashion.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/fashion.jpg	(from https://www.swarnatara.com/home.html)
09:30:42	13107/13107	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:14:17%20GMT	https://www.swarnatara.com/images/developers.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/developers.jpg	(from https://www.swarnatara.com/home.html)
09:30:43	7818/7818	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2008:35:25%20GMT	https://www.swarnatara.com/images/collab.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/collab.jpg	(from https://www.swarnatara.com/home.html)
09:30:43	8637/8637	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2008:35:25%20GMT	https://www.swarnatara.com/images/tours.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/tours.jpg	(from https://www.swarnatara.com/home.html)
09:30:43	10942/10942	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202017%2010:14:16%20GMT	https://www.swarnatara.com/images/spirituals.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/spirituals.jpg	(from https://www.swarnatara.com/home.html)
09:30:43	27863/27863	---M--	200	added ('OK')	text/html	date:Sat,%2024%20Oct%202020%2014:53:17%20GMT	https://www.swarnatara.com/csr.html	E:/html%20websites/swarnatara/www.swarnatara.com/csr.html	(from https://www.swarnatara.com/home.html)
09:30:44	33903/33903	---M--	200	added ('OK')	text/html	date:Sat,%2024%20Oct%202020%2014:53:18%20GMT	https://www.swarnatara.com/investorsDesk.html	E:/html%20websites/swarnatara/www.swarnatara.com/investorsDesk.html	(from https://www.swarnatara.com/home.html)
09:30:44	34543/34543	---M--	200	added ('OK')	text/html	date:Sat,%2024%20Oct%202020%2014:53:18%20GMT	https://www.swarnatara.com/working-with-us.html	E:/html%20websites/swarnatara/www.swarnatara.com/working-with-us.html	(from https://www.swarnatara.com/home.html)
09:30:44	29781/29781	---M--	200	added ('OK')	text/html	date:Sat,%2024%20Oct%202020%2014:53:17%20GMT	https://www.swarnatara.com/contact.html	E:/html%20websites/swarnatara/www.swarnatara.com/contact.html	(from https://www.swarnatara.com/home.html)
09:30:44	61700/61700	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:27%20GMT	https://www.swarnatara.com/images/slider/slider1.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/slider1.jpg	(from https://www.swarnatara.com/home.html)
09:30:45	86938/86938	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:31%20GMT	https://www.swarnatara.com/images/slider/slider2.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/slider2.jpg	(from https://www.swarnatara.com/home.html)
09:30:45	386735/386735	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:42%20GMT	https://www.swarnatara.com/images/slider/slider5.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/slider5.jpg	(from https://www.swarnatara.com/home.html)
09:30:46	82169/82169	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:21%20GMT	https://www.swarnatara.com/images/slider/fashion.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/fashion.jpg	(from https://www.swarnatara.com/home.html)
09:30:46	135922/135922	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:21%20GMT	https://www.swarnatara.com/images/slider/developers.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/developers.jpg	(from https://www.swarnatara.com/home.html)
09:30:46	503319/503319	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:39%20GMT	https://www.swarnatara.com/images/slider/slider4.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/slider4.jpg	(from https://www.swarnatara.com/home.html)
09:30:47	6886/6886	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:25%20GMT	https://www.swarnatara.com/images/icons/consultancy.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/consultancy.png	(from https://www.swarnatara.com/home.html)
09:30:47	571550/571550	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2007:34:44%20GMT	https://www.swarnatara.com/images/slider/spirituals.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/slider/spirituals.jpg	(from https://www.swarnatara.com/home.html)
09:30:47	1256043/1256043	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202016%2003:16:32%20GMT	https://www.swarnatara.com/images/about-us/1.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/about-us/1.png	(from https://www.swarnatara.com/home.html)
09:30:47	5800/5800	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:37%20GMT	https://www.swarnatara.com/images/icons/finance.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/finance.png	(from https://www.swarnatara.com/home.html)
09:30:47	10337/10337	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:41%20GMT	https://www.swarnatara.com/images/icons/jewels.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/jewels.png	(from https://www.swarnatara.com/home.html)
09:30:47	7502/7502	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:38%20GMT	https://www.swarnatara.com/images/icons/healthcare.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/healthcare.png	(from https://www.swarnatara.com/home.html)
09:30:48	6329/6329	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:35%20GMT	https://www.swarnatara.com/images/icons/fashion.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/fashion.png	(from https://www.swarnatara.com/home.html)
09:30:48	9651/9651	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:32%20GMT	https://www.swarnatara.com/images/icons/developer.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/developer.png	(from https://www.swarnatara.com/home.html)
09:30:48	5833/5833	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2008:39:32%20GMT	https://www.swarnatara.com/images/icons/swarntaraCollobrations.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/swarntaraCollobrations.png	(from https://www.swarnatara.com/home.html)
09:30:48	8035/8035	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2008:39:34%20GMT	https://www.swarnatara.com/images/icons/spirituals.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/spirituals.png	(from https://www.swarnatara.com/home.html)
09:30:48	12909/12909	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:28%20GMT	https://www.swarnatara.com/images/icons/csr1B.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/csr1B.png	(from https://www.swarnatara.com/home.html)
09:30:49	15197/15197	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:29%20GMT	https://www.swarnatara.com/images/icons/csr2B.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/csr2B.png	(from https://www.swarnatara.com/home.html)
09:30:49	15037/15037	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2010:14:31%20GMT	https://www.swarnatara.com/images/icons/csr3B.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/icons/csr3B.png	(from https://www.swarnatara.com/home.html)
09:30:49	23675/23675	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:16:48%20GMT	https://www.swarnatara.com/images/book-our-cargo/1.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/book-our-cargo/1.jpg	(from https://www.swarnatara.com/home.html)
09:30:49	8364/8364	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:24:32%20GMT	https://www.swarnatara.com/images/blog/recent-posts/1.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/blog/recent-posts/1.jpg	(from https://www.swarnatara.com/home.html)
09:30:50	9044/9044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:24:33%20GMT	https://www.swarnatara.com/images/blog/recent-posts/2.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/blog/recent-posts/2.jpg	(from https://www.swarnatara.com/home.html)
09:30:50	5512/5512	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2003:21:43%20GMT	https://www.swarnatara.com/images/testimonials/1.jpg	E:/html%20websites/swarnatara/www.swarnatara.com/images/testimonials/1.jpg	(from https://www.swarnatara.com/home.html)
09:30:50	20263/20263	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202016%2011:06:03%20GMT	https://www.swarnatara.com/images/map/footer-map.png	E:/html%20websites/swarnatara/www.swarnatara.com/images/map/footer-map.png	(from https://www.swarnatara.com/home.html)
09:30:50	95992/95992	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2013:45:03%20GMT	https://www.swarnatara.com/js/jquery-1.11.3/jquery.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/js/jquery-1.11.3/jquery.min.js	(from https://www.swarnatara.com/home.html)
09:30:55	2167/2167	---M-Z	403	error ('Forbidden')	text/html	date:Sat,%2030%20Jan%202021%2004:00:55%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	E:/html%20websites/swarnatara/translate.google.com/translate_a/element.4ea0d8.delayed	(from https://www.swarnatara.com/home.html)
09:30:56	104628/104628	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:16:20%20GMT	https://www.swarnatara.com/revolution/js/jquery.themepunch.tools.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/jquery.themepunch.tools.min.js	(from https://www.swarnatara.com/home.html)
09:30:57	6784/6784	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:15%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.actions.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.actions.min.js	(from https://www.swarnatara.com/home.html)
